MIRNA	GENES	REGION	TARGETG_CHR
hsa-miR-26a-5p	AC136932.1,LINC00273	downstream,ncRNA_exonic,upstream	chr16
hsa-miR-4488	AC136932.1,LINC00273	downstream,upstream	chr16
hsa-miR-17-5p	AC136932.1,LINC00273	downstream,upstream	chr16
hsa-miR-454-3p	AC136932.1,LINC00273	downstream,upstream	chr16
hsa-miR-320a	AC136932.1,LINC00273	downstream,upstream	chr16
hsa-miR-1296	AC136932.1,LINC00273	downstream,upstream	chr16
hsa-miR-27a-3p	AC136932.1,LINC00273	downstream,upstream	chr16
hsa-miR-106b-5p	AC136932.1,LINC00273	downstream,upstream	chr16
hsa-miR-20a-5p	AC136932.1,LINC00273	downstream,upstream	chr16
hsa-miR-146a-5p	AC136932.1,LINC00273	downstream,upstream	chr16
hsa-miR-21-5p	AC136932.1,LINC00273	downstream,upstream	chr16
hsa-miR-19a-3p	AC136932.1,LINC00273	downstream,upstream	chr16
hsa-miR-125a-5p	AC136932.1,LINC00273	downstream,upstream	chr16
hsa-miR-30a-5p	AC136932.1,LINC00273	downstream,upstream	chr16
hsa-miR-484	AC136932.1,LINC00273	downstream,upstream	chr16
hsa-miR-140-3p	AC136932.1,LINC00273	downstream,upstream	chr16
hsa-miR-16-5p	AC136932.1,LINC00273	downstream,upstream	chr16
hsa-miR-19a-3p	LINC00273	upstream	chr16
hsa-miR-27a-3p	LINC00273	upstream	chr16
hsa-miR-92a-3p	LINC00273	upstream	chr16
hsa-miR-455-3p	LINC00273	upstream	chr16
hsa-miR-186-5p	LINC00273	upstream	chr16
hsa-miR-26b-5p	LINC00273	upstream	chr16
hsa-miR-16-5p	LINC00273	upstream	chr16
hsa-miR-320a	LINC00273	upstream	chr16
hsa-miR-15a-5p	LINC00273	upstream	chr16
hsa-miR-21-5p	LINC00273	upstream	chr16
hsa-miR-18a-5p	LINC00273	upstream	chr16
hsa-miR-424-5p	LINC00273	upstream	chr16
hsa-miR-196a-5p	LINC00273	upstream	chr16
hsa-miR-744-5p	LINC00273	upstream	chr16
hsa-miR-19b-3p	LINC00273	upstream	chr16
hsa-miR-30c-5p	LINC00273	upstream	chr16
hsa-miR-17-5p	LINC00273	upstream	chr16
hsa-miR-26a-5p	LINC00273	upstream	chr16
hsa-miR-22-3p	LINC00273	upstream	chr16
hsa-miR-210	LINC00273	upstream	chr16
hsa-miR-181b-5p	LINC00273	upstream	chr16
hsa-miR-181a-5p	LINC00273	upstream	chr16
hsa-miR-30a-5p	LINC00273	upstream	chr16
hsa-miR-103a-3p	LINC00273	upstream	chr16
hsa-miR-1269a	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-1307-3p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-140-5p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-92a-3p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-17-5p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-30b-5p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-4279	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-103a-3p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-93-3p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-28-5p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-25-3p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-194-5p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-23a-3p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-28-3p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-425-5p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-182-5p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-15a-5p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-186-5p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-454-3p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-33a-5p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-324-5p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-455-3p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-26a-5p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-4508	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-4318	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-130a-3p	LINC00273,RNA5-8SP2	intergenic	chr16
hsa-miR-26a-5p	RNA5-8SP2	downstream	chr16
hsa-miR-4516	RNA5-8SP2	downstream	chr16
hsa-miR-455-3p	SHCBP1	exonic	chr16
hsa-miR-103a-3p	VPS35	exonic	chr16
hsa-miR-484	ORC6	exonic	chr16
hsa-miR-374b-5p	ORC6	UTR3,downstream	chr16
hsa-miR-122-3p	PHKB	intronic	chr16
hsa-miR-27b-3p	PHKB	intronic	chr16
hsa-miR-454-3p	LONP2	exonic	chr16
hsa-miR-505-5p	LONP2	exonic	chr16
hsa-miR-320a	LONP2	UTR3	chr16
hsa-miR-16-5p	SIAH1	UTR3	chr16
hsa-miR-505-5p	SIAH1	exonic	chr16
hsa-miR-30a-5p	SIAH1	exonic	chr16
hsa-miR-10a-5p	PAPD5	UTR3	chr16
hsa-miR-1296-5p	BRD7	exonic	chr16
hsa-miR-26a-5p	BRD7	intronic	chr16
hsa-miR-17-5p	SALL1	UTR3	chr16
hsa-let-7e-5p	SALL1	exonic	chr16
hsa-miR-423-5p	SALL1	exonic	chr16
hsa-miR-744-5p	SALL1	exonic	chr16
hsa-miR-320a	SALL1	exonic	chr16
hsa-let-7e-5p	CHD9	exonic	chr16
hsa-miR-192-5p	CHD9	exonic	chr16
hsa-miR-16-5p	CHD9	UTR3	chr16
hsa-miR-101-3p	AKTIP,RBL2	UTR3	chr16
hsa-miR-615-3p	AKTIP	UTR3	chr16
hsa-let-7b-5p	FTO	UTR3	chr16
hsa-miR-20a-5p	NUDT21	UTR3	chr16
hsa-miR-210	NUDT21	UTR3	chr16
hsa-miR-320a	NUDT21	exonic	chr16
hsa-let-7c-5p	NUDT21	exonic	chr16
hsa-miR-28-5p	MT2A	UTR5,exonic,intronic,splicing	chr16
hsa-miR-93-5p	HERPUD1	exonic	chr16
hsa-miR-18a-5p	HERPUD1	exonic	chr16
hsa-miR-16-5p	HERPUD1	exonic	chr16
hsa-miR-615-3p	HERPUD1	exonic	chr16
hsa-miR-186-5p	HERPUD1	UTR3	chr16
hsa-miR-19a-3p	RSPRY1	UTR3	chr16
hsa-miR-92a-3p	ARL2BP	exonic,splicing	chr16
hsa-miR-16-5p	ARL2BP	exonic,splicing	chr16
hsa-miR-193b-3p	POLR2C	exonic	chr16
hsa-miR-30d-5p	CNOT1	exonic,splicing	chr16
hsa-miR-92a-3p	CNOT1	exonic,splicing	chr16
hsa-let-7b-5p	CNOT1	exonic	chr16
hsa-miR-193b-3p	CNOT1	exonic	chr16
hsa-miR-766-3p	CNOT1	exonic	chr16
hsa-miR-454-3p	CNOT1	exonic	chr16
hsa-miR-130b-3p	CNOT1	exonic	chr16
hsa-miR-128-3p	CNOT1	exonic,splicing	chr16
hsa-miR-421	CNOT1	exonic	chr16
hsa-miR-423-3p	CNOT1	exonic	chr16
hsa-miR-23a-3p	CNOT1	exonic	chr16
hsa-miR-93-3p	CNOT1	exonic	chr16
hsa-miR-221-3p	CNOT1	exonic	chr16
hsa-miR-193b-3p	CNOT1	UTR5	chr16
hsa-miR-615-3p	CNOT1	UTR5	chr16
hsa-miR-92a-3p	GOT2	UTR3	chr16
hsa-miR-17-3p	GOT2	UTR3	chr16
hsa-miR-484	GOT2	exonic	chr16
hsa-miR-93-3p	GOT2	exonic	chr16
hsa-miR-503-5p	CMTM4	UTR3	chr16
hsa-miR-92a-3p	DYNC1LI2,RP11-63M22.2	exonic,ncRNA_intronic,splicing	chr16
hsa-let-7b-5p	PDP2	UTR3,splicing	chr16
hsa-let-7e-5p	PDP2	UTR3,splicing	chr16
hsa-miR-26a-5p	RP11-61A14.2	ncRNA_exonic	chr16
hsa-miR-122-5p	CES2	UTR5	chr16
hsa-miR-106b-5p	CES2	exonic	chr16
hsa-miR-615-3p	CBFB	exonic	chr16
hsa-miR-221-3p	C16orf70	UTR3,exonic	chr16
hsa-miR-615-3p	E2F4	exonic	chr16
hsa-miR-98-5p	E2F4	exonic	chr16
hsa-miR-197-3p	E2F4	UTR3	chr16
hsa-let-7b-5p	CTCF	exonic	chr16
hsa-miR-1229-3p	CTCF	exonic	chr16
hsa-miR-186-5p	RANBP10	UTR3	chr16
hsa-miR-615-3p	RANBP10	UTR3	chr16
hsa-miR-330-5p	RANBP10	UTR3	chr16
hsa-miR-1301-3p	NUTF2	exonic	chr16
hsa-miR-193b-3p	NUTF2	exonic	chr16
hsa-miR-1226-3p	CTC-479C5.10,EDC4	exonic,ncRNA_exonic,splicing	chr16
hsa-miR-30c-5p	CTC-479C5.10,EDC4	exonic,ncRNA_exonic,splicing	chr16
hsa-miR-92a-3p	SLC12A4	exonic	chr16
hsa-miR-25-3p	SLC12A4	exonic	chr16
hsa-let-7b-5p	RP11-96D1.10,RP11-96D1.11	ncRNA_exonic	chr16
hsa-miR-21-5p	CDH1,RNA5SP429	intronic,ncRNA_exonic	chr16
hsa-miR-17-5p	CHTF8	UTR3	chr16
hsa-miR-106a-5p	CHTF8	UTR3	chr16
hsa-miR-296-3p	CHTF8	exonic	chr16
hsa-miR-455-3p	CIRH1A	exonic	chr16
hsa-miR-100-5p	CIRH1A	UTR3	chr16
hsa-miR-99a-5p	CIRH1A	UTR3	chr16
hsa-miR-100-5p	NIP7	exonic	chr16
hsa-miR-15b-5p	TERF2	UTR3	chr16
hsa-miR-151a-3p	TERF2	UTR3	chr16
hsa-miR-320a	NFAT5	UTR3	chr16
hsa-miR-455-3p	NFAT5	UTR3	chr16
hsa-miR-17-5p	NFAT5	UTR3	chr16
hsa-miR-93-5p	NFAT5	UTR3	chr16
hsa-miR-16-5p	NFAT5	UTR3	chr16
hsa-miR-30a-5p	NFAT5	UTR3	chr16
hsa-miR-16-5p	CTD-2033A16.3	ncRNA_intronic	chr16
hsa-miR-20a-5p	NOB1	exonic	chr16
hsa-miR-93-5p	NOB1	exonic	chr16
hsa-miR-320a	EXOSC6	downstream	chr16
hsa-miR-92a-3p	AARS	UTR3	chr16
hsa-miR-320a	AARS	UTR3	chr16
hsa-miR-130a-3p	AARS	UTR3	chr16
hsa-miR-24-3p	AARS	UTR3	chr16
hsa-miR-744-5p	AARS	UTR3	chr16
hsa-miR-296-3p	AARS	UTR3	chr16
hsa-miR-484	AARS	exonic	chr16
hsa-miR-331-3p	AARS	exonic	chr16
hsa-miR-193b-3p	AARS	exonic	chr16
hsa-miR-484	RP11-529K1.4	ncRNA_intronic	chr16
hsa-miR-324-3p	RP11-529K1.4	ncRNA_intronic	chr16
hsa-miR-15a-5p	ST3GAL2	intronic	chr16
hsa-miR-92a-3p	FUK	exonic	chr16
hsa-miR-618	FUK	exonic	chr16
hsa-miR-18a-3p	COG4	exonic	chr16
hsa-miR-30a-3p	SF3B3	exonic	chr16
hsa-miR-93-5p	SF3B3	exonic	chr16
hsa-miR-221-3p	SF3B3	exonic	chr16
hsa-miR-615-3p	SF3B3	exonic	chr16
hsa-miR-503-5p	SF3B3	exonic	chr16
hsa-miR-484	SF3B3	exonic	chr16
hsa-miR-15b-5p	SF3B3	exonic	chr16
hsa-miR-423-3p	SF3B3	exonic	chr16
hsa-miR-324-3p	SF3B3	exonic	chr16
hsa-miR-16-5p	SF3B3	exonic	chr16
hsa-miR-320a	SF3B3	UTR3,exonic	chr16
hsa-miR-423-5p	SF3B3	UTR3	chr16
hsa-miR-100-5p	SF3B3	UTR3	chr16
hsa-let-7b-5p	MTSS1L	UTR3	chr16
hsa-let-7f-5p	MTSS1L	exonic	chr16
hsa-miR-93-3p	MTSS1L	exonic	chr16
hsa-miR-378a-5p	CMTR2	UTR5	chr16
hsa-miR-25-3p	PHLPP2	UTR3	chr16
hsa-miR-18a-5p	PHLPP2	UTR3	chr16
hsa-miR-210	PHLPP2	UTR3	chr16
hsa-miR-421	PHLPP2	UTR3	chr16
hsa-miR-186-5p	AP1G1	UTR3	chr16
hsa-miR-23a-3p	AP1G1	exonic,intronic,splicing	chr16
hsa-miR-106b-5p	AP1G1	exonic,intronic,splicing	chr16
hsa-miR-320a	AP1G1	exonic,intronic,splicing	chr16
hsa-miR-194-5p	AP1G1	exonic	chr16
hsa-miR-21-5p	ATXN1L	exonic	chr16
hsa-miR-615-3p	IST1	exonic	chr16
hsa-miR-122-5p	IST1	UTR3	chr16
hsa-miR-16-5p	IST1	UTR3	chr16
hsa-miR-339-5p	IST1	UTR3	chr16
hsa-miR-222-3p	RP5-991G20.1	ncRNA_intronic	chr16
hsa-miR-19a-3p	RP5-991G20.1	ncRNA_intronic	chr16
hsa-miR-92a-3p	RP5-991G20.1	ncRNA_intronic	chr16
hsa-miR-15a-5p	RP5-991G20.1	ncRNA_intronic	chr16
hsa-miR-16-5p	RP5-991G20.1	ncRNA_intronic	chr16
hsa-miR-20a-5p	RP5-991G20.1	ncRNA_intronic	chr16
hsa-miR-192-5p	RP5-991G20.1	ncRNA_intronic	chr16
hsa-miR-181a-5p	RP5-991G20.1,ZFHX3	ncRNA_exonic,ncRNA_intronic,ncRNA_splicing	chr16
hsa-let-7e-5p	ZFHX3	exonic	chr16
hsa-miR-181a-5p	ZFHX3	exonic	chr16
hsa-miR-532-5p	ZFHX3	exonic	chr16
hsa-miR-15b-5p	AC009120.6	ncRNA_intronic	chr16
hsa-miR-26a-5p	GLG1	exonic	chr16
hsa-let-7c-5p	RFWD3	UTR3	chr16
hsa-miR-17-5p	CFDP1	intronic	chr16
hsa-miR-26a-5p	CFDP1	intronic	chr16
hsa-miR-548b-5p	TMEM170A	UTR3	chr16
hsa-miR-181b-5p	KARS	exonic	chr16
hsa-miR-221-3p	KARS	exonic	chr16
hsa-miR-874	KARS	exonic,splicing	chr16
hsa-miR-1226-3p	KARS	exonic	chr16
hsa-miR-130a-3p	MON1B	UTR3	chr16
hsa-miR-590-3p	MAF	UTR3	chr16
hsa-miR-93-5p	RP11-525K10.3	ncRNA_intronic	chr16
hsa-miR-106b-5p	RP11-525K10.3	ncRNA_intronic	chr16
hsa-miR-16-5p	GAN	UTR3	chr16
hsa-miR-18a-3p	GAN	UTR3	chr16
hsa-miR-320a	CMIP	UTR3	chr16
hsa-miR-106b-5p	CMIP	UTR3	chr16
hsa-miR-193b-3p	AC024590.1,RN7SKP190	intergenic	chr16
hsa-miR-30a-5p	AC024590.1,RN7SKP190	intergenic	chr16
hsa-miR-25-3p	MBTPS1	UTR3	chr16
hsa-miR-29a-3p	MBTPS1	exonic	chr16
hsa-miR-18a-3p	ADAD2	exonic	chr16
hsa-miR-16-5p	ADAD2	exonic	chr16
hsa-miR-874	USP10	exonic	chr16
hsa-miR-455-3p	USP10	exonic	chr16
hsa-miR-877-3p	ZDHHC7	UTR3	chr16
hsa-miR-26b-5p	GSE1	UTR3	chr16
hsa-miR-30c-5p	ZCCHC14	UTR3	chr16
hsa-miR-22-3p	ZCCHC14	UTR3	chr16
hsa-miR-744-5p	ZCCHC14	exonic	chr16
hsa-miR-16-5p	ZCCHC14	exonic	chr16
hsa-miR-122-5p	SLC7A5	UTR3	chr16
hsa-miR-671-5p	SLC7A5	UTR3	chr16
hsa-miR-122-5p	SLC7A5	UTR3,exonic	chr16
hsa-miR-193b-3p	SLC7A5	UTR3,exonic	chr16
hsa-miR-296-3p	SLC7A5	exonic	chr16
hsa-miR-26a-5p	SLC7A5	exonic	chr16
hsa-miR-93-3p	ZC3H18	exonic	chr16
hsa-miR-29b-2-5p	ZC3H18	exonic	chr16
hsa-miR-106b-5p	ZC3H18	exonic	chr16
hsa-miR-18b-5p	ZC3H18	exonic	chr16
hsa-miR-18a-5p	ZC3H18	exonic	chr16
hsa-miR-484	ZC3H18	exonic	chr16
hsa-let-7a-5p	ZC3H18	exonic	chr16
hsa-miR-17-5p	ZC3H18	exonic	chr16
hsa-miR-10a-5p	ZC3H18	exonic	chr16
hsa-miR-10b-5p	ZC3H18	exonic	chr16
hsa-miR-183-5p	ZC3H18	exonic	chr16
hsa-miR-31-5p	ZC3H18	exonic	chr16
hsa-let-7f-5p	ZC3H18	UTR3,splicing	chr16
hsa-let-7a-5p	ZC3H18	UTR3,splicing	chr16
hsa-miR-1307-3p	PIEZO1	UTR3	chr16
hsa-miR-15a-5p	PIEZO1	UTR3	chr16
hsa-miR-17-5p	ANKRD11	UTR3	chr16
hsa-miR-17-5p	ANKRD11	intronic	chr16
hsa-miR-93-5p	ANKRD11	intronic	chr16
hsa-miR-320a	RP1-168P16.2	ncRNA_intronic	chr16
hsa-miR-320d	RP1-168P16.2	ncRNA_intronic	chr16
hsa-miR-320a	SPG7	intronic	chr16
hsa-miR-615-3p	RPL13	exonic	chr16
hsa-miR-194-5p	FANCA,ZNF276	UTR3	chr16
hsa-miR-193b-3p	TUBB3	UTR5,exonic,splicing	chr16
hsa-miR-92a-3p	TUBB3	UTR5,exonic,splicing	chr16
hsa-miR-324-3p	AFG3L1P	ncRNA_exonic	chr16
hsa-miR-320a	AFG3L1P	ncRNA_exonic	chr16
hsa-miR-652-3p	AC108004.5,NONE	intergenic	chr17
hsa-let-7e-5p	AC108004.5,NONE	intergenic	chr17
hsa-miR-149-5p	AC108004.5,NONE	intergenic	chr17
hsa-miR-331-3p	AC108004.5,NONE	intergenic	chr17
hsa-miR-10a-5p	AC108004.5,NONE	intergenic	chr17
hsa-miR-193b-3p	AC108004.5,NONE	intergenic	chr17
hsa-miR-365a-3p	AC108004.5,NONE	intergenic	chr17
hsa-miR-92a-3p	AC108004.5,NONE	intergenic	chr17
hsa-miR-183-5p	AC108004.5,NONE	intergenic	chr17
hsa-miR-125b-2-3p	AC108004.5,NONE	intergenic	chr17
hsa-miR-18a-5p	AC108004.5,NONE	intergenic	chr17
hsa-miR-455-3p	AC108004.5,NONE	intergenic	chr17
hsa-miR-615-3p	AC108004.5,NONE	intergenic	chr17
hsa-miR-29c-5p	AC108004.5,NONE	intergenic	chr17
hsa-miR-100-5p	AC108004.5,NONE	intergenic	chr17
hsa-miR-106b-5p	AC108004.5,NONE	intergenic	chr17
hsa-miR-484	AC108004.5	downstream	chr17
hsa-miR-17-3p	AC108004.5	downstream	chr17
hsa-miR-365a-3p	AC108004.5	downstream	chr17
hsa-miR-193b-3p	AC108004.5	downstream	chr17
hsa-miR-100-5p	AC108004.5,DOC2B	downstream	chr17
hsa-miR-29c-3p	AC108004.5,DOC2B	downstream	chr17
hsa-miR-99a-5p	AC108004.5,DOC2B	downstream	chr17
hsa-miR-877-3p	AC108004.5,DOC2B	downstream	chr17
hsa-miR-92a-3p	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-miR-25-3p	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-miR-92b-3p	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-miR-3615	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-miR-769-5p	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-miR-1274a	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-miR-652-3p	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-miR-7-1-3p	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-miR-100-5p	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-let-7e-5p	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-miR-93-5p	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-miR-181d-5p	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-let-7a-5p	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-let-7c-5p	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-miR-3676	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-miR-99a-5p	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-miR-615-3p	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-miR-26a-5p	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-miR-106b-3p	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-miR-331-3p	AC108004.5,DOC2B	downstream,upstream	chr17
hsa-let-7b-5p	FAM57A	exonic	chr17
hsa-miR-93-5p	FAM57A	UTR3	chr17
hsa-miR-186-5p	FAM57A	UTR3	chr17
hsa-miR-92a-3p	FAM57A	UTR3,downstream	chr17
hsa-miR-92a-3p	GLOD4	UTR3	chr17
hsa-miR-10a-5p	GLOD4	exonic	chr17
hsa-miR-10b-5p	GLOD4	exonic	chr17
hsa-miR-186-5p	NXN	exonic	chr17
hsa-miR-100-5p	YWHAE	UTR3	chr17
hsa-miR-221-3p	YWHAE	UTR3	chr17
hsa-miR-30e-3p	YWHAE	UTR3	chr17
hsa-miR-30a-3p	YWHAE	UTR3	chr17
hsa-miR-320a	YWHAE	UTR3	chr17
hsa-miR-194-5p	YWHAE	UTR3	chr17
hsa-let-7b-5p	YWHAE	exonic	chr17
hsa-miR-92b-3p	YWHAE	exonic	chr17
hsa-miR-100-5p	YWHAE	exonic	chr17
hsa-miR-484	YWHAE	exonic	chr17
hsa-miR-877-3p	YWHAE	exonic	chr17
hsa-miR-877-3p	YWHAE	UTR5,exonic	chr17
hsa-miR-26a-5p	YWHAE	UTR5,exonic	chr17
hsa-miR-186-5p	YWHAE	UTR5,exonic	chr17
hsa-let-7e-5p	YWHAE	UTR5,exonic	chr17
hsa-miR-149-5p	YWHAE	UTR5,exonic	chr17
hsa-miR-484	YWHAE	UTR5,exonic	chr17
hsa-miR-15b-5p	CRK	UTR3	chr17
hsa-miR-1260b	CRK	exonic	chr17
hsa-miR-106b-3p	CRK	exonic	chr17
hsa-let-7b-5p	MYO1C	UTR3	chr17
hsa-miR-92a-3p	MYO1C	UTR3	chr17
hsa-let-7b-5p	MYO1C	UTR3,exonic	chr17
hsa-miR-92a-3p	MYO1C	UTR3,exonic	chr17
hsa-miR-27a-3p	MYO1C	exonic	chr17
hsa-miR-18b-5p	PITPNA	UTR3	chr17
hsa-let-7b-5p	PRPF8	exonic	chr17
hsa-miR-615-3p	PRPF8	exonic	chr17
hsa-miR-296-3p	PRPF8	exonic	chr17
hsa-miR-10a-5p	PRPF8	exonic	chr17
hsa-miR-10b-5p	PRPF8	exonic	chr17
hsa-miR-484	PRPF8	exonic	chr17
hsa-miR-193b-3p	PRPF8	exonic	chr17
hsa-miR-25-3p	PRPF8	exonic	chr17
hsa-miR-532-3p	PRPF8	exonic	chr17
hsa-let-7c-5p	PRPF8	exonic	chr17
hsa-miR-140-5p	PRPF8	exonic	chr17
hsa-miR-27b-3p	PRPF8	exonic	chr17
hsa-miR-93-5p	PRPF8	exonic,intronic,splicing	chr17
hsa-miR-17-5p	PRPF8	exonic,intronic,splicing	chr17
hsa-miR-106a-5p	PRPF8	exonic,intronic,splicing	chr17
hsa-let-7e-5p	PRPF8	exonic,intronic,splicing	chr17
hsa-let-7b-5p	PRPF8	exonic,intronic,splicing	chr17
hsa-miR-16-5p	PRPF8	exonic	chr17
hsa-miR-17-5p	PRPF8	exonic	chr17
hsa-miR-93-5p	PRPF8	exonic	chr17
hsa-miR-361-5p	PRPF8	exonic	chr17
hsa-miR-324-5p	PRPF8	exonic	chr17
hsa-miR-193b-3p	RPA1	exonic,intronic,splicing	chr17
hsa-miR-31-5p	RPA1	exonic,intronic,splicing	chr17
hsa-miR-339-5p	RPA1	exonic	chr17
hsa-miR-885-5p	SRR	intronic	chr17
hsa-miR-186-5p	SRR	intronic	chr17
hsa-miR-16-5p	TSR1	exonic	chr17
hsa-miR-16-5p	TSR1	exonic,intronic,splicing	chr17
hsa-miR-92a-3p	TSR1	exonic,intronic,splicing	chr17
hsa-miR-27b-3p	TSR1	exonic	chr17
hsa-miR-744-5p	TSR1	exonic	chr17
hsa-miR-17-5p	MNT	UTR3	chr17
hsa-miR-15b-5p	RP1-59D14.1	ncRNA_exonic	chr17
hsa-miR-16-5p	RP1-59D14.1	ncRNA_exonic	chr17
hsa-miR-4279	METTL16	exonic	chr17
hsa-miR-423-3p	METTL16	exonic	chr17
hsa-miR-100-5p	PAFAH1B1	UTR3	chr17
hsa-miR-27a-3p	RP11-74E22.5	ncRNA_intronic	chr17
hsa-miR-106b-5p	RP11-74E22.5	ncRNA_intronic	chr17
hsa-miR-17-5p	RP11-74E22.5	ncRNA_intronic	chr17
hsa-miR-652-3p	RAP1GAP2	UTR3	chr17
hsa-miR-193b-3p	EMC6,P2RX5-TAX1BP3	UTR3	chr17
hsa-miR-484	EMC6,P2RX5-TAX1BP3	UTR3	chr17
hsa-miR-93-3p	GSG2	exonic	chr17
hsa-miR-93-5p	ZZEF1	exonic	chr17
hsa-miR-185-3p	PSMB6	exonic,splicing	chr17
hsa-miR-194-5p	PSMB6	exonic,splicing	chr17
hsa-miR-107	PSMB6	UTR3,exonic	chr17
hsa-miR-18a-3p	MINK1	UTR3	chr17
hsa-miR-877-5p	RNF167	UTR3,exonic	chr17
hsa-miR-484	RNF167	UTR3	chr17
hsa-let-7b-5p	PFN1	UTR3	chr17
hsa-miR-222-3p	PFN1	UTR3	chr17
hsa-miR-766-3p	PFN1	UTR3	chr17
hsa-miR-103a-3p	PFN1	UTR3	chr17
hsa-miR-744-5p	PFN1	UTR3	chr17
hsa-miR-193b-3p	PFN1	exonic	chr17
hsa-miR-30c-5p	PFN1	exonic	chr17
hsa-miR-320a	ENO3,PFN1	UTR5,exonic,splicing	chr17
hsa-miR-99b-3p	ENO3,PFN1	UTR5,exonic,splicing	chr17
hsa-miR-941	ENO3,PFN1	UTR5,exonic,splicing	chr17
hsa-miR-92b-3p	ENO3,PFN1	UTR5,exonic,splicing	chr17
hsa-miR-92a-3p	ENO3,PFN1	UTR5,exonic,splicing	chr17
hsa-miR-769-3p	KIF1C	exonic	chr17
hsa-let-7b-5p	KIF1C	exonic	chr17
hsa-miR-484	KIF1C	UTR3	chr17
hsa-miR-149-5p	KIF1C	UTR3	chr17
hsa-let-7f-5p	RABEP1	exonic	chr17
hsa-miR-149-5p	RPAIN	UTR5,exonic	chr17
hsa-miR-107	RPAIN	UTR5,exonic	chr17
hsa-miR-92a-3p	RPAIN	exonic	chr17
hsa-miR-940	RPAIN	exonic	chr17
hsa-miR-301a-3p	C1QBP,CTC-524C5.2	UTR3,ncRNA_exonic	chr17
hsa-miR-484	C1QBP	exonic	chr17
hsa-miR-1274a	C1QBP	exonic	chr17
hsa-miR-30c-5p	C1QBP	exonic	chr17
hsa-miR-30b-5p	C1QBP	exonic	chr17
hsa-miR-20a-5p	DERL2	UTR3	chr17
hsa-miR-16-5p	MIS12	exonic	chr17
hsa-miR-10a-5p	MIS12	exonic	chr17
hsa-miR-181b-5p	NLRP1	UTR3	chr17
hsa-miR-20a-5p	NLRP1	intronic	chr17
hsa-miR-17-5p	NLRP1	intronic	chr17
hsa-miR-93-5p	NLRP1	intronic	chr17
hsa-miR-15a-5p	MED31,TXNDC17	UTR3	chr17
hsa-miR-769-3p	AC040977.1,RNASEK	exonic	chr17
hsa-miR-19a-3p	AC040977.1,RNASEK	exonic	chr17
hsa-miR-744-5p	AC040977.1,RNASEK,RNASEK-C17orf49	exonic,splicing	chr17
hsa-miR-877-5p	AC040977.1	exonic	chr17
hsa-miR-92b-5p	AC040977.1	exonic	chr17
hsa-miR-484	PHF23	UTR3	chr17
hsa-miR-320e	CTDNEP1	UTR3	chr17
hsa-miR-320a	CTDNEP1	UTR3	chr17
hsa-miR-25-3p	EIF5A	exonic	chr17
hsa-miR-423-3p	EIF5A	exonic	chr17
hsa-miR-877-5p	EIF5A	UTR3	chr17
