"ensembl_gene_id"	"name_1006"
"7921"	"ENSG00000208005"	"negative regulation of cell cycle G1/S phase transition"
"7922"	"ENSG00000208005"	"positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"7923"	"ENSG00000208005"	"endothelial microparticle"
"7924"	"ENSG00000208006"	"extracellular space"
"7925"	"ENSG00000208006"	"mRNA binding involved in posttranscriptional gene silencing"
"7926"	"ENSG00000208006"	"gene silencing by miRNA"
"7927"	"ENSG00000208006"	"miRNA mediated inhibition of translation"
"7928"	"ENSG00000208006"	"negative regulation of vascular endothelial growth factor production"
"7929"	"ENSG00000208006"	"mRNA 3'-UTR binding"
"7930"	"ENSG00000208006"	"negative regulation of cell migration involved in sprouting angiogenesis"
"7931"	"ENSG00000208006"	"negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"7932"	"ENSG00000208006"	"negative regulation of cytokine production involved in inflammatory response"
"7933"	"ENSG00000208006"	"extracellular vesicle"
"7934"	"ENSG00000208006"	"negative regulation of inflammatory response"
"7935"	"ENSG00000208006"	"extracellular exosome"
"7936"	"ENSG00000208006"	"RNA polymerase II complex binding"
"7937"	"ENSG00000208006"	"negative regulation of cell population proliferation"
"7938"	"ENSG00000208006"	"positive regulation of apoptotic process"
"7939"	"ENSG00000208006"	"negative regulation of endothelial cell proliferation"
"7940"	"ENSG00000208006"	"negative regulation of angiogenesis"
"7941"	"ENSG00000208006"	"negative regulation of fibroblast growth factor receptor signaling pathway"
"7942"	"ENSG00000208006"	"negative regulation of vascular endothelial growth factor signaling pathway"
"7943"	"ENSG00000208006"	"negative regulation of endothelial cell chemotaxis to vascular endothelial growth factor"
"7944"	"ENSG00000208006"	"negative regulation of endothelial cell chemotaxis to fibroblast growth factor"
"7945"	"ENSG00000208006"	"negative regulation of G1/S transition of mitotic cell cycle"
"7946"	"ENSG00000208006"	"negative regulation of I-kappaB kinase/NF-kappaB signaling"
"7947"	"ENSG00000208006"	"positive regulation of cardiac muscle cell apoptotic process"
"7948"	"ENSG00000208006"	"negative regulation of mesenchymal stem cell proliferation"
"7949"	"ENSG00000208006"	"negative regulation of NF-kappaB transcription factor activity"
"7950"	"ENSG00000208006"	"negative regulation of mitotic cell cycle"
"7951"	"ENSG00000208006"	"positive regulation of connective tissue replacement"
"7952"	"ENSG00000208006"	"cellular response to glucose stimulus"
"7953"	"ENSG00000208006"	"negative regulation of cell chemotaxis to fibroblast growth factor"
"7954"	"ENSG00000208006"	"positive regulation of intrinsic apoptotic signaling pathway"
"7955"	"ENSG00000208006"	"branching involved in blood vessel morphogenesis"
"7956"	"ENSG00000208006"	"positive regulation of translation"
"7957"	"ENSG00000208006"	"negative regulation of trophoblast cell migration"
"7958"	"ENSG00000208006"	"negative regulation of placenta blood vessel development"
"7959"	"ENSG00000208008"	"extracellular space"
"7960"	"ENSG00000208008"	"negative regulation of DNA-binding transcription factor activity"
"7961"	"ENSG00000208008"	"negative regulation of receptor signaling pathway via STAT"
"7962"	"ENSG00000208008"	"negative regulation of tyrosine phosphorylation of STAT protein"
"7963"	"ENSG00000208008"	"negative regulation of interleukin-6-mediated signaling pathway"
"7964"	"ENSG00000208008"	"negative regulation of leukocyte adhesion to vascular endothelial cell"
"7965"	"ENSG00000208008"	"mRNA binding involved in posttranscriptional gene silencing"
"7966"	"ENSG00000208008"	"negative regulation of interleukin-6 production"
"7967"	"ENSG00000208008"	"gene silencing by miRNA"
"7968"	"ENSG00000208008"	"negative regulation of signaling receptor activity"
"7969"	"ENSG00000208008"	"negative regulation of vascular endothelial growth factor production"
"7970"	"ENSG00000208008"	"mRNA 3'-UTR binding"
"7971"	"ENSG00000208008"	"negative regulation of gene expression"
"7972"	"ENSG00000208008"	"positive regulation of gene expression"
"7973"	"ENSG00000208008"	"positive regulation of endothelial cell apoptotic process"
"7974"	"ENSG00000208008"	"negative regulation of cytokine production involved in inflammatory response"
"7975"	"ENSG00000208008"	"extracellular vesicle"
"7976"	"ENSG00000208008"	"extracellular exosome"
"7977"	"ENSG00000208008"	"RNA polymerase II complex binding"
"7978"	"ENSG00000208008"	"negative regulation of angiogenesis"
"7979"	"ENSG00000208008"	"positive regulation of sprouting angiogenesis"
"7980"	"ENSG00000208008"	"negative regulation of cytokine-mediated signaling pathway"
"7981"	"ENSG00000208008"	"negative regulation of interleukin-16 production"
"7982"	"ENSG00000208008"	"negative regulation of neutrophil activation"
"7983"	"ENSG00000208008"	"negative regulation of glomerular mesangial cell proliferation"
"7984"	"ENSG00000208009"	"extracellular space"
"7985"	"ENSG00000208009"	"mRNA binding involved in posttranscriptional gene silencing"
"7986"	"ENSG00000208009"	"gene silencing by miRNA"
"7987"	"ENSG00000208009"	"positive regulation of vascular associated smooth muscle cell proliferation"
"7988"	"ENSG00000208009"	"positive regulation of vascular endothelial cell proliferation"
"7989"	"ENSG00000208009"	"mRNA 3'-UTR binding"
"7990"	"ENSG00000208009"	"negative regulation of tumor necrosis factor production"
"7991"	"ENSG00000208009"	"positive regulation of angiogenesis"
"7992"	"ENSG00000208009"	"extracellular vesicle"
"7993"	"ENSG00000208009"	"cellular response to virus"
"7994"	"ENSG00000208009"	"NIK/NF-kappaB signaling"
"7995"	"ENSG00000208009"	"negative regulation of macrophage activation"
"7996"	"ENSG00000208009"	"regulation of viral life cycle"
"7997"	"ENSG00000208013"	"extracellular space"
"7998"	"ENSG00000208017"	"extracellular space"
"7999"	"ENSG00000208017"	"mRNA binding involved in posttranscriptional gene silencing"
"8000"	"ENSG00000208017"	"negative regulation of interleukin-6 production"
"8001"	"ENSG00000208017"	"gene silencing by miRNA"
"8002"	"ENSG00000208017"	"negative regulation of vascular endothelial growth factor production"
"8003"	"ENSG00000208017"	"mRNA 3'-UTR binding"
"8004"	"ENSG00000208017"	"negative regulation of gene expression"
"8005"	"ENSG00000208017"	"positive regulation of gene expression"
"8006"	"ENSG00000208017"	"negative regulation of tumor necrosis factor production"
"8007"	"ENSG00000208017"	"negative regulation of vascular associated smooth muscle cell proliferation"
"8008"	"ENSG00000208017"	"negative regulation of cytokine production involved in inflammatory response"
"8009"	"ENSG00000208017"	"RNA polymerase II complex binding"
"8010"	"ENSG00000208017"	"cellular response to amyloid-beta"
"8011"	"ENSG00000208017"	"defense response to bacterium"
"8012"	"ENSG00000208017"	"negative regulation of vascular associated smooth muscle cell migration"
"8013"	"ENSG00000208017"	"cellular response to lipopolysaccharide"
"8014"	"ENSG00000208017"	"negative regulation of toll-like receptor 4 signaling pathway"
"8015"	"ENSG00000208017"	"positive regulation of vascular associated smooth muscle cell apoptotic process"
"8016"	"ENSG00000208017"	"cellular response to hypoxia"
"8017"	"ENSG00000208017"	"negative regulation of NF-kappaB transcription factor activity"
"8018"	"ENSG00000208017"	"positive regulation of BMP signaling pathway"
"8019"	"ENSG00000208017"	"positive regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching"
"8020"	"ENSG00000208022"	""
"8021"	"ENSG00000208023"	"extracellular space"
"8022"	"ENSG00000208023"	"mRNA binding involved in posttranscriptional gene silencing"
"8023"	"ENSG00000208023"	"gene silencing by miRNA"
"8024"	"ENSG00000208023"	"negative regulation of gene expression"
"8025"	"ENSG00000208023"	"cholesterol homeostasis"
"8026"	"ENSG00000208023"	"negative regulation of vascular associated smooth muscle cell proliferation"
"8027"	"ENSG00000208023"	"extracellular vesicle"
"8028"	"ENSG00000208023"	"negative regulation of angiogenesis"
"8029"	"ENSG00000208023"	"negative regulation of ERK1 and ERK2 cascade"
"8030"	"ENSG00000208023"	"cellular response to cholesterol"
"8031"	"ENSG00000208023"	"negative regulation of cholesterol biosynthetic process"
"8032"	"ENSG00000208023"	"negative regulation of low-density lipoprotein particle clearance"
"8033"	"ENSG00000208023"	"negative regulation of low-density lipoprotein receptor activity"
"8034"	"ENSG00000208023"	"negative regulation of hydroxymethylglutaryl-CoA reductase (NADPH) activity"
"8035"	"ENSG00000208023"	"negative regulation of (R)-mevalonic acid biosynthetic process"
"8036"	"ENSG00000208023"	"positive regulation of macrophage derived foam cell differentiation"
"8037"	"ENSG00000208036"	"extracellular space"
"8038"	"ENSG00000208036"	"mRNA binding involved in posttranscriptional gene silencing"
"8039"	"ENSG00000208036"	"gene silencing by miRNA"
"8040"	"ENSG00000208036"	"miRNA mediated inhibition of translation"
"8041"	"ENSG00000208036"	"mRNA 3'-UTR binding"
"8042"	"ENSG00000208036"	"negative regulation of gene expression"
"8043"	"ENSG00000208036"	"negative regulation of interleukin-8 production"
"8044"	"ENSG00000208036"	"extracellular vesicle"
"8045"	"ENSG00000208036"	"negative regulation of cardiac muscle cell apoptotic process"
"8046"	"ENSG00000208036"	"cellular response to amyloid-beta"
"8047"	"ENSG00000208036"	"negative regulation of angiogenesis"
"8048"	"ENSG00000208036"	"cellular response to hypoxia"
"8049"	"ENSG00000208036"	"negative regulation of peptidyl-tyrosine phosphorylation"
"8050"	"ENSG00000208037"	""
"8051"	"ENSG00000211137"	""
"8052"	"ENSG00000211513"	""
"8053"	"ENSG00000211514"	"extracellular space"
"8054"	"ENSG00000211538"	"extracellular space"
"8055"	"ENSG00000211575"	""
"8056"	"ENSG00000211578"	"extracellular space"
"8057"	"ENSG00000211578"	"negative regulation of interleukin-6 production"
"8058"	"ENSG00000211578"	"gene silencing by miRNA"
"8059"	"ENSG00000211578"	"negative regulation of prostaglandin biosynthetic process"
"8060"	"ENSG00000211578"	"negative regulation of interleukin-1 beta production"
"8061"	"ENSG00000211578"	"negative regulation of interleukin-8 production"
"8062"	"ENSG00000211578"	"negative regulation of NIK/NF-kappaB signaling"
"8063"	"ENSG00000211578"	"negative regulation of inflammatory response"
"8064"	"ENSG00000211578"	"negative regulation of matrix metallopeptidase secretion"
"8065"	"ENSG00000211578"	"negative regulation of chemokine (C-X-C motif) ligand 2 production"
"8066"	"ENSG00000211578"	"cellular response to lipopolysaccharide"
"8067"	"ENSG00000211578"	"cellular response to interleukin-1"
"8068"	"ENSG00000211578"	"cellular response to tumor necrosis factor"
"8069"	"ENSG00000211580"	"extracellular space"
"8070"	"ENSG00000211997"	"mRNA binding involved in posttranscriptional gene silencing"
"8071"	"ENSG00000211997"	"negative regulation of interleukin-6 production"
"8072"	"ENSG00000211997"	"gene silencing by miRNA"
"8073"	"ENSG00000211997"	"mRNA 3'-UTR binding"
"8074"	"ENSG00000211997"	"negative regulation of gene expression"
"8075"	"ENSG00000211997"	"negative regulation of interleukin-1 beta production"
"8076"	"ENSG00000211997"	"negative regulation of tumor necrosis factor production"
"8077"	"ENSG00000211997"	"negative regulation of interferon-gamma production"
"8078"	"ENSG00000211997"	"negative regulation of toll-like receptor 4 signaling pathway"
"8079"	"ENSG00000211997"	"regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway"
"8080"	"ENSG00000212027"	"extracellular space"
"8081"	"ENSG00000212027"	"mRNA binding involved in posttranscriptional gene silencing"
"8082"	"ENSG00000212027"	"gene silencing by miRNA"
"8083"	"ENSG00000212027"	"mRNA 3'-UTR binding"
"8084"	"ENSG00000212102"	"mRNA binding involved in posttranscriptional gene silencing"
"8085"	"ENSG00000212102"	"gene silencing by miRNA"
"8086"	"ENSG00000212102"	"negative regulation of cholesterol efflux"
"8087"	"ENSG00000212102"	"lipoprotein transport"
"8088"	"ENSG00000216009"	"extracellular space"
"8089"	"ENSG00000216101"	"extracellular space"
"8090"	"ENSG00000216101"	"mRNA binding involved in posttranscriptional gene silencing"
"8091"	"ENSG00000216101"	"miRNA mediated inhibition of translation"
"8092"	"ENSG00000216101"	"negative regulation of interleukin-1 beta production"
"8093"	"ENSG00000216135"	""
"8094"	"ENSG00000216141"	"extracellular space"
"8095"	"ENSG00000216195"	"extracellular space"
"8096"	"ENSG00000221025"	""
"8097"	"ENSG00000221063"	"extracellular space"
"8098"	"ENSG00000221120"	"mRNA binding involved in posttranscriptional gene silencing"
"8099"	"ENSG00000221120"	"gene silencing by miRNA"
"8100"	"ENSG00000221120"	"positive regulation of vascular endothelial growth factor receptor signaling pathway"
"8101"	"ENSG00000221120"	"positive regulation of sprouting angiogenesis"
"8102"	"ENSG00000221120"	"negative regulation of Notch signaling pathway"
"8103"	"ENSG00000221365"	""
"8104"	"ENSG00000221394"	""
"8105"	"ENSG00000221445"	"extracellular space"
"8106"	"ENSG00000221540"	""
"8107"	"ENSG00000221552"	""
"8108"	"ENSG00000221563"	""
"8109"	"ENSG00000221585"	""
"8110"	"ENSG00000221656"	""
"8111"	"ENSG00000221662"	"positive regulation of cell population proliferation"
"8112"	"ENSG00000221662"	"extracellular exosome"
"8113"	"ENSG00000221662"	"positive regulation of cell migration"
"8114"	"ENSG00000221760"	""
"8115"	"ENSG00000229719"	""
"8116"	"ENSG00000253030"	""
"8117"	"ENSG00000254324"	"extracellular space"
"8118"	"ENSG00000263458"	""
"8119"	"ENSG00000263615"	""
"8120"	"ENSG00000264069"	""
"8121"	"ENSG00000264141"	""
"8122"	"ENSG00000264661"	""
"8123"	"ENSG00000265503"	""
"8124"	"ENSG00000265641"	""
"8125"	"ENSG00000265673"	"extracellular space"
"8126"	"ENSG00000265867"	"extracellular exosome"
"8127"	"ENSG00000265871"	""
"8128"	"ENSG00000266006"	""
"8129"	"ENSG00000266192"	""
"8130"	"ENSG00000266226"	""
"8131"	"ENSG00000266235"	""
"8132"	"ENSG00000266243"	""
"8133"	"ENSG00000266297"	"extracellular space"
"8134"	"ENSG00000266370"	""
"8135"	"ENSG00000266396"	""
"8136"	"ENSG00000266407"	""
"8137"	"ENSG00000266463"	""
"8138"	"ENSG00000266530"	""
"8139"	"ENSG00000266533"	""
"8140"	"ENSG00000266643"	""
"8141"	"ENSG00000266776"	""
"8142"	"ENSG00000267959"	""
"8143"	"ENSG00000271886"	"extracellular space"
"8144"	"ENSG00000271886"	"negative regulation of tyrosine phosphorylation of STAT protein"
"8145"	"ENSG00000271886"	"negative regulation of interleukin-6-mediated signaling pathway"
"8146"	"ENSG00000271886"	"mRNA binding involved in posttranscriptional gene silencing"
"8147"	"ENSG00000271886"	"negative regulation of interleukin-6 production"
"8148"	"ENSG00000271886"	"gene silencing by miRNA"
"8149"	"ENSG00000271886"	"miRNA mediated inhibition of translation"
"8150"	"ENSG00000271886"	"mRNA 3'-UTR binding"
"8151"	"ENSG00000271886"	"negative regulation of gene expression"
"8152"	"ENSG00000271886"	"negative regulation of interleukin-1 beta production"
"8153"	"ENSG00000271886"	"negative regulation of interleukin-8 production"
"8154"	"ENSG00000271886"	"negative regulation of tumor necrosis factor production"
"8155"	"ENSG00000271886"	"negative regulation of vascular endothelial cell proliferation"
"8156"	"ENSG00000271886"	"negative regulation of cell population proliferation"
"8157"	"ENSG00000271886"	"negative regulation of cytokine production involved in inflammatory response"
"8158"	"ENSG00000271886"	"positive regulation of neuron apoptotic process"
"8159"	"ENSG00000271886"	"cellular response to amyloid-beta"
"8160"	"ENSG00000271886"	"negative regulation of interleukin-10 production"
"8161"	"ENSG00000271886"	"interleukin-6-mediated signaling pathway"
"8162"	"ENSG00000271886"	"negative regulation of extracellular matrix disassembly"
"8163"	"ENSG00000271886"	"regulation of cytokine production involved in inflammatory response"
"8164"	"ENSG00000272036"	"extracellular space"
"8165"	"ENSG00000272036"	"mRNA binding involved in posttranscriptional gene silencing"
"8166"	"ENSG00000272036"	"gene silencing by miRNA"
"8167"	"ENSG00000272036"	"mRNA 3'-UTR binding"
"8168"	"ENSG00000272036"	"RNA polymerase II complex binding"
"8169"	"ENSG00000272080"	"extracellular space"
"8170"	"ENSG00000273627"	""
"8171"	"ENSG00000275842"	"extracellular space"
"8172"	"ENSG00000281696"	"extracellular space"
"8173"	"ENSG00000283203"	""
"8174"	"ENSG00000283206"	"extracellular space"
"8175"	"ENSG00000283275"	""
"8176"	"ENSG00000283416"	""
"8177"	"ENSG00000283513"	"extracellular space"
"8178"	"ENSG00000283705"	"extracellular space"
"8179"	"ENSG00000283705"	"mRNA binding involved in posttranscriptional gene silencing"
"8180"	"ENSG00000283705"	"gene silencing by miRNA"
"8181"	"ENSG00000283705"	"miRNA mediated inhibition of translation"
"8182"	"ENSG00000283705"	"positive regulation of gene expression"
"8183"	"ENSG00000283705"	"negative regulation of gene expression"
"8184"	"ENSG00000283705"	"negative regulation of blood vessel endothelial cell migration"
"8185"	"ENSG00000283705"	"negative regulation of inflammatory response"
"8186"	"ENSG00000283705"	"negative regulation of sprouting angiogenesis"
"8187"	"ENSG00000283705"	"extracellular vesicle"
"8188"	"ENSG00000283705"	"cellular response to low-density lipoprotein particle stimulus"
"8189"	"ENSG00000283705"	"positive regulation of apoptotic process"
"8190"	"ENSG00000283705"	"positive regulation of inflammatory response"
"8191"	"ENSG00000283705"	"negative regulation of angiogenesis"
"8192"	"ENSG00000283705"	"positive regulation of transcription by RNA polymerase II"
"8193"	"ENSG00000283705"	"cellular stress response to acid chemical"
"8194"	"ENSG00000283705"	"cytoplasm"
"8195"	"ENSG00000283705"	"positive regulation of sprouting angiogenesis"
"8196"	"ENSG00000283705"	"positive regulation of metalloendopeptidase activity"
"8197"	"ENSG00000283705"	"negative regulation of collagen biosynthetic process"
"8198"	"ENSG00000283705"	"positive regulation of necrotic cell death"
"8199"	"ENSG00000283705"	"negative regulation of hydrogen peroxide-induced cell death"
"8200"	"ENSG00000283705"	"negative regulation of nitric oxide biosynthetic process"
"8201"	"ENSG00000283705"	"regulation of blood vessel diameter"
"8202"	"ENSG00000283705"	"positive regulation of acute inflammatory response"
"8203"	"ENSG00000283705"	"regulation of heart contraction"
"8204"	"ENSG00000283705"	"positive regulation of interleukin-6 production"
"8205"	"ENSG00000283705"	"negative regulation of smooth muscle cell apoptotic process"
"8206"	"ENSG00000283705"	"positive regulation of JUN kinase activity"
"8207"	"ENSG00000283705"	"negative regulation of JUN kinase activity"
"8208"	"ENSG00000283705"	"negative regulation of JNK cascade"
"8209"	"ENSG00000283705"	"cellular response to fatty acid"
"8210"	"ENSG00000283705"	"positive regulation of monocyte chemotactic protein-1 production"
"8211"	"ENSG00000283705"	"vascular endothelial cell response to fluid shear stress"
"8212"	"ENSG00000283705"	"negative regulation of endothelial cell-matrix adhesion via fibronectin"
"8213"	"ENSG00000283705"	"positive regulation of endothelial cell activation"
"8214"	"ENSG00000283705"	"positive regulation of leukocyte adhesion to vascular endothelial cell"
"8215"	"ENSG00000283705"	"positive regulation of leukocyte adhesion to arterial endothelial cell"
"8216"	"ENSG00000283733"	"extracellular space"
"8217"	"ENSG00000283733"	"negative regulation of tyrosine phosphorylation of STAT protein"
"8218"	"ENSG00000283733"	"negative regulation of leukocyte adhesion to vascular endothelial cell"
"8219"	"ENSG00000283733"	"mRNA binding involved in posttranscriptional gene silencing"
"8220"	"ENSG00000283733"	"negative regulation of interleukin-6 production"
"8221"	"ENSG00000283733"	"gene silencing by miRNA"
"8222"	"ENSG00000283733"	"miRNA mediated inhibition of translation"
"8223"	"ENSG00000283733"	"mRNA 3'-UTR binding"
"8224"	"ENSG00000283733"	"negative regulation of gene expression"
"8225"	"ENSG00000283733"	"positive regulation of gene expression"
"8226"	"ENSG00000283733"	"negative regulation of interleukin-8 production"
"8227"	"ENSG00000283733"	"negative regulation of NIK/NF-kappaB signaling"
"8228"	"ENSG00000283733"	"negative regulation of cell migration involved in sprouting angiogenesis"
"8229"	"ENSG00000283733"	"negative regulation of cytokine production involved in inflammatory response"
"8230"	"ENSG00000283733"	"extracellular exosome"
"8231"	"ENSG00000283733"	"negative regulation of inflammatory response"
"8232"	"ENSG00000283733"	"negative regulation of matrix metallopeptidase secretion"
"8233"	"ENSG00000283733"	"positive regulation of cellular senescence"
"8234"	"ENSG00000283733"	"cellular response to amyloid-beta"
"8235"	"ENSG00000283733"	"negative regulation of endothelial cell proliferation"
"8236"	"ENSG00000283733"	"negative regulation of angiogenesis"
"8237"	"ENSG00000283733"	"positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"8238"	"ENSG00000283733"	"negative regulation of chemokine (C-X-C motif) ligand 2 production"
"8239"	"ENSG00000283733"	"cellular response to lipopolysaccharide"
"8240"	"ENSG00000283733"	"negative regulation of cell adhesion molecule production"
"8241"	"ENSG00000283733"	"positive regulation of cell migration involved in sprouting angiogenesis"
"8242"	"ENSG00000283733"	"negative regulation of vascular endothelial growth factor production"
"8243"	"ENSG00000283733"	"cellular response to virus"
"8244"	"ENSG00000283733"	"negative regulation of toll-like receptor 4 signaling pathway"
"8245"	"ENSG00000283733"	"negative regulation of protein kinase B signaling"
"8246"	"ENSG00000283733"	"NIK/NF-kappaB signaling"
"8247"	"ENSG00000283733"	"positive regulation of neuron differentiation"
"8248"	"ENSG00000283733"	"positive regulation of apoptotic process"
"8249"	"ENSG00000283733"	"negative regulation of intracellular signal transduction"
"8250"	"ENSG00000283733"	"interleukin-1-mediated signaling pathway"
"8251"	"ENSG00000283733"	"cellular response to hypoxia"
"8252"	"ENSG00000283733"	"cellular response to oxidised low-density lipoprotein particle stimulus"
"8253"	"ENSG00000283733"	"cellular response to glucose stimulus"
"8254"	"ENSG00000283733"	"negative regulation of glial cell proliferation"
"8255"	"ENSG00000283733"	"regulation of stem cell differentiation"
"8256"	"ENSG00000283733"	"negative regulation of cellular extravasation"
"8257"	"ENSG00000283733"	"negative regulation of cholesterol storage"
"8258"	"ENSG00000283733"	"negative regulation of membrane permeability"
"8259"	"ENSG00000283733"	"regulation of toll-like receptor signaling pathway"
"8260"	"ENSG00000283733"	"positive regulation of fibroblast growth factor receptor signaling pathway"
"8261"	"ENSG00000283733"	"cellular response to cytokine stimulus"
"8262"	"ENSG00000283733"	"positive regulation of apoptotic process in bone marrow cell"
"8263"	"ENSG00000283733"	"negative regulation of apoptotic DNA fragmentation"
"8264"	"ENSG00000283736"	"extracellular space"
"8265"	"ENSG00000283745"	""
"8266"	"ENSG00000283762"	"extracellular space"
"8267"	"ENSG00000283762"	"mRNA binding involved in posttranscriptional gene silencing"
"8268"	"ENSG00000283762"	"gene silencing by miRNA"
"8269"	"ENSG00000283762"	"miRNA mediated inhibition of translation"
"8270"	"ENSG00000283762"	"positive regulation of vascular associated smooth muscle cell proliferation"
"8271"	"ENSG00000283762"	"positive regulation of vascular associated smooth muscle cell migration"
"8272"	"ENSG00000283762"	"negative regulation of vascular endothelial growth factor production"
"8273"	"ENSG00000283762"	"mRNA 3'-UTR binding"
"8274"	"ENSG00000283762"	"negative regulation of gene expression"
"8275"	"ENSG00000283762"	"positive regulation of angiogenesis"
"8276"	"ENSG00000283762"	"negative regulation of cell migration involved in sprouting angiogenesis"
"8277"	"ENSG00000283762"	"negative regulation of inflammatory response"
"8278"	"ENSG00000283762"	"negative regulation of sprouting angiogenesis"
"8279"	"ENSG00000283762"	"extracellular vesicle"
"8280"	"ENSG00000283762"	"negative regulation of amyloid precursor protein biosynthetic process"
"8281"	"ENSG00000283762"	"negative regulation of cardiac muscle cell apoptotic process"
"8282"	"ENSG00000283762"	"RNA polymerase II complex binding"
"8283"	"ENSG00000283762"	"cellular response to vascular endothelial growth factor stimulus"
"8284"	"ENSG00000283762"	"negative regulation of protein kinase B signaling"
"8285"	"ENSG00000283762"	"cellular response to lipopolysaccharide"
"8286"	"ENSG00000283762"	"negative regulation of cell adhesion molecule production"
"8287"	"ENSG00000283762"	"positive regulation of osteoblast differentiation"
"8288"	"ENSG00000283762"	"negative regulation of BMP signaling pathway"
"8289"	"ENSG00000283762"	"outflow tract morphogenesis"
"8290"	"ENSG00000283762"	"positive regulation of phagocytosis"
"8291"	"ENSG00000283762"	"positive regulation of cardiac muscle hypertrophy in response to stress"
"8292"	"ENSG00000283762"	"positive regulation of pulmonary blood vessel remodeling"
"8293"	"ENSG00000283762"	"negative regulation of phosphatidylinositol 3-kinase signaling"
"8294"	"ENSG00000283762"	"negative regulation of stress fiber assembly"
"8295"	"ENSG00000283762"	"negative regulation of p38MAPK cascade"
"8296"	"ENSG00000283762"	"negative regulation of interleukin-17 production"
"8297"	"ENSG00000283762"	"negative regulation of protein kinase activity"
"8298"	"ENSG00000283762"	"positive regulation of BMP signaling pathway"
"8299"	"ENSG00000283762"	"negative regulation of protein serine/threonine kinase activity"
"8300"	"ENSG00000283762"	"negative regulation of cardioblast proliferation"
"8301"	"ENSG00000283785"	"extracellular space"
"8302"	"ENSG00000283785"	"mRNA binding involved in posttranscriptional gene silencing"
"8303"	"ENSG00000283785"	"gene silencing by miRNA"
"8304"	"ENSG00000283785"	"miRNA mediated inhibition of translation"
"8305"	"ENSG00000283785"	"negative regulation of vascular endothelial growth factor production"
"8306"	"ENSG00000283785"	"mRNA 3'-UTR binding"
"8307"	"ENSG00000283785"	"positive regulation of endothelial cell apoptotic process"
"8308"	"ENSG00000283785"	"negative regulation of cell migration involved in sprouting angiogenesis"
"8309"	"ENSG00000283785"	"negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis"
"8310"	"ENSG00000283785"	"negative regulation of vascular associated smooth muscle cell proliferation"
"8311"	"ENSG00000283785"	"extracellular vesicle"
"8312"	"ENSG00000283785"	"negative regulation of inflammatory response"
"8313"	"ENSG00000283785"	"extracellular exosome"
"8314"	"ENSG00000283785"	"negative regulation of cell population proliferation"
"8315"	"ENSG00000283785"	"positive regulation of apoptotic process"
"8316"	"ENSG00000283785"	"negative regulation of vascular associated smooth muscle cell migration"
"8317"	"ENSG00000283785"	"negative regulation of angiogenesis"
"8318"	"ENSG00000283785"	"negative regulation of G1/S transition of mitotic cell cycle"
"8319"	"ENSG00000283785"	"negative regulation of I-kappaB kinase/NF-kappaB signaling"
"8320"	"ENSG00000283785"	"activation of cysteine-type endopeptidase activity involved in apoptotic process"
"8321"	"ENSG00000283785"	"negative regulation of NF-kappaB transcription factor activity"
"8322"	"ENSG00000283785"	"negative regulation of peptidyl-threonine phosphorylation"
"8323"	"ENSG00000283785"	"negative regulation of cyclin-dependent protein serine/threonine kinase activity"
"8324"	"ENSG00000283785"	"cellular response to glucose stimulus"
"8325"	"ENSG00000283785"	"negative regulation of cell chemotaxis to fibroblast growth factor"
"8326"	"ENSG00000283785"	"positive regulation of intrinsic apoptotic signaling pathway"
"8327"	"ENSG00000283805"	""
"8328"	"ENSG00000283815"	"extracellular space"
"8329"	"ENSG00000283815"	"mRNA binding involved in posttranscriptional gene silencing"
"8330"	"ENSG00000283815"	"gene silencing by miRNA"
"8331"	"ENSG00000283815"	"negative regulation of sprouting angiogenesis"
"8332"	"ENSG00000283815"	"positive regulation of B cell receptor signaling pathway"
"8333"	"ENSG00000283815"	"perinuclear region of cytoplasm"
"8334"	"ENSG00000283815"	"positive regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching"
"8335"	"ENSG00000283824"	"extracellular space"
"8336"	"ENSG00000283824"	"mRNA binding involved in posttranscriptional gene silencing"
"8337"	"ENSG00000283824"	"gene silencing by miRNA"
"8338"	"ENSG00000283824"	"negative regulation of cell migration involved in sprouting angiogenesis"
"8339"	"ENSG00000283824"	"extracellular vesicle"
"8340"	"ENSG00000283824"	"extracellular exosome"
"8341"	"ENSG00000283824"	"positive regulation of cellular senescence"
"8342"	"ENSG00000283824"	"negative regulation of endothelial cell proliferation"
"8343"	"ENSG00000283824"	"positive regulation of inflammatory response"
"8344"	"ENSG00000283824"	"positive regulation of smooth muscle cell differentiation"
"8345"	"ENSG00000283824"	"negative regulation of necroptotic process"
"8346"	"ENSG00000283857"	""
"8347"	"ENSG00000283867"	"extracellular space"
"8348"	"ENSG00000283867"	"extracellular vesicle"
"8349"	"ENSG00000283871"	"extracellular space"
"8350"	"ENSG00000283871"	"mRNA binding involved in posttranscriptional gene silencing"
"8351"	"ENSG00000283871"	"gene silencing by miRNA"
"8352"	"ENSG00000283871"	"mRNA 3'-UTR binding"
